date,state,district,pincode,bio_age_5_17,bio_age_17_
19-12-2025,Telangana,K.v. Rangareddy,500102,1,0
19-12-2025,Telangana,K.v. Rangareddy,501106,3,20
19-12-2025,Telangana,K.v. Rangareddy,501121,5,5
19-12-2025,Telangana,K.v. Rangareddy,501143,13,10
19-12-2025,Telangana,K.v. Rangareddy,501144,2,4
19-12-2025,Telangana,K.v. Rangareddy,501510,19,16
19-12-2025,Telangana,K.v. Rangareddy,509207,1,4
19-12-2025,Telangana,K.v. Rangareddy,509408,2,3
19-12-2025,Telangana,Kamareddy,503101,5,8
19-12-2025,Telangana,Kamareddy,503111,26,19
19-12-2025,Telangana,Kamareddy,503114,2,2
19-12-2025,Telangana,Kamareddy,503122,9,1
19-12-2025,Telangana,Kamareddy,503305,1,0
19-12-2025,Telangana,Karimnagar,505152,1,5
19-12-2025,Telangana,Karimnagar,505211,6,1
19-12-2025,Telangana,Karimnagar,505453,5,1
19-12-2025,Telangana,Karimnagar,505454,8,4
19-12-2025,Telangana,Karimnagar,505466,3,7
19-12-2025,Telangana,Karimnagar,505467,6,9
19-12-2025,Telangana,Karimnagar,505472,6,4
19-12-2025,Telangana,Karimnagar,505503,6,17
19-12-2025,Telangana,Karimnagar,505530,6,4
19-12-2025,Telangana,Karimnagar,506168,0,1
19-12-2025,Telangana,Khammam,507114,8,3
19-12-2025,Telangana,Khammam,507122,11,0
19-12-2025,Telangana,Khammam,507159,1,9
19-12-2025,Telangana,Khammam,507164,4,3
19-12-2025,Telangana,Khammam,507183,1,0
19-12-2025,Telangana,Khammam,507208,4,0
19-12-2025,Telangana,Khammam,507210,1,0
19-12-2025,Telangana,Khammam,507302,6,0
19-12-2025,Telangana,Khammam,507303,7,3
19-12-2025,Telangana,Komaram Bheem,504292,1,1
19-12-2025,Telangana,Komaram Bheem,504294,1,0
19-12-2025,Telangana,Komaram Bheem,504295,4,0
19-12-2025,Telangana,Komaram Bheem,504299,10,7
19-12-2025,Telangana,Mahabubabad,506104,1,0
19-12-2025,Telangana,Mahabubabad,506318,2,0
19-12-2025,Telangana,Mahabubnagar,509001,47,34
19-12-2025,Telangana,Mahabubnagar,509102,26,4
19-12-2025,Telangana,Mahabubnagar,509103,6,2
19-12-2025,Telangana,Mahabubnagar,509120,4,1
19-12-2025,Telangana,Mahabubnagar,509125,17,12
19-12-2025,Telangana,Mahabubnagar,509128,2,4
19-12-2025,Telangana,Mahabubnagar,509130,4,6
19-12-2025,Telangana,Mahabubnagar,509132,12,6
19-12-2025,Telangana,Mahabubnagar,509204,9,16
19-12-2025,Telangana,Mahabubnagar,509206,4,18
19-12-2025,Telangana,Mahabubnagar,509207,2,2
19-12-2025,Telangana,Mahabubnagar,509210,17,21
19-12-2025,Telangana,Mahabubnagar,509215,5,1
19-12-2025,Telangana,Mahabubnagar,509217,0,1
19-12-2025,Telangana,Mahabubnagar,509228,3,0
19-12-2025,Telangana,Mahabubnagar,509235,4,3
19-12-2025,Telangana,Mahabubnagar,509334,12,9
19-12-2025,Telangana,Mahabubnagar,509339,17,1
19-12-2025,Telangana,Mahabubnagar,509357,9,6
19-12-2025,Telangana,Mahabubnagar,509358,1,1
19-12-2025,Telangana,Mahabubnagar,509375,12,7
19-12-2025,Telangana,Mahabubnagar,509376,9,10
19-12-2025,Telangana,Mahabubnagar,509407,7,2
19-12-2025,Telangana,Mahabubnagar,509409,4,5
19-12-2025,Telangana,Mancherial,504219,0,1
19-12-2025,Telangana,Mancherial,504231,6,1
19-12-2025,Telangana,Mancherial,504301,2,1
19-12-2025,Telangana,Medak,502107,8,0
19-12-2025,Telangana,Medak,502205,1,0
19-12-2025,Telangana,Medak,502249,2,4
19-12-2025,Telangana,Medak,502269,12,2
19-12-2025,Telangana,Medak,502287,9,14
19-12-2025,Telangana,Medak,502291,30,9
19-12-2025,Telangana,Medak,502296,9,5
19-12-2025,Telangana,Medak,502303,13,1
19-12-2025,Telangana,Medak,502307,9,1
19-12-2025,Telangana,Medak,502372,3,3
19-12-2025,Telangana,Medchal-malkajgiri,500040,3,0
19-12-2025,Telangana,Medchal-malkajgiri,500056,6,1
19-12-2025,Telangana,Medchal-malkajgiri,500083,5,5
19-12-2025,Telangana,Medchal-malkajgiri,500087,5,3
19-12-2025,Telangana,Medchal−malkajgiri,500039,5,2
19-12-2025,Telangana,Medchal−malkajgiri,500043,1,0
19-12-2025,Telangana,Mulugu,507136,2,2
19-12-2025,Telangana,Nagarkurnool,509102,2,1
19-12-2025,Telangana,Nagarkurnool,509215,5,1
19-12-2025,Telangana,Nagarkurnool,509235,0,1
19-12-2025,Telangana,Nagarkurnool,509324,6,1
19-12-2025,Telangana,Nagarkurnool,509360,5,0
19-12-2025,Telangana,Nagarkurnool,509375,12,0
19-12-2025,Telangana,Nagarkurnool,509401,1,2
19-12-2025,Telangana,Nagarkurnool,509406,2,0
19-12-2025,Telangana,Nalgonda,508004,11,1
19-12-2025,Telangana,Nalgonda,508101,9,1
19-12-2025,Telangana,Nalgonda,508105,5,4
19-12-2025,Telangana,Nalgonda,508112,4,2
19-12-2025,Telangana,Nalgonda,508126,11,1
19-12-2025,Telangana,Nalgonda,508206,4,7
19-12-2025,Telangana,Nalgonda,508234,2,0
19-12-2025,Telangana,Nalgonda,508247,17,7
19-12-2025,Telangana,Nalgonda,508252,16,5
19-12-2025,Telangana,Nalgonda,508376,3,1
19-12-2025,Telangana,Narayanpet,509336,0,1
19-12-2025,Telangana,Nirmal,504101,1,0
19-12-2025,Telangana,Nirmal,504102,13,3
19-12-2025,Telangana,Nirmal,504202,2,0
19-12-2025,Telangana,Nirmal,504203,4,1
19-12-2025,Telangana,Nizamabad,502371,0,2
19-12-2025,Telangana,Nizamabad,503003,19,2
19-12-2025,Telangana,Nizamabad,503101,20,7
19-12-2025,Telangana,Nizamabad,503111,21,5
19-12-2025,Telangana,Nizamabad,503114,6,5
19-12-2025,Telangana,Nizamabad,503144,3,1
19-12-2025,Telangana,Nizamabad,503165,49,20
19-12-2025,Telangana,Nizamabad,503188,11,0
19-12-2025,Telangana,Nizamabad,503225,9,2
19-12-2025,Telangana,Nizamabad,503245,16,7
19-12-2025,Telangana,Nizamabad,505307,3,0
19-12-2025,Telangana,Peddapalli,505187,2,0
19-12-2025,Telangana,Rajanna Sircilla,505403,2,0
19-12-2025,Telangana,Rajanna Sircilla,505524,0,3
19-12-2025,Telangana,Sangareddy,502221,8,2
19-12-2025,Telangana,Sangareddy,502294,4,1
19-12-2025,Telangana,Sangareddy,502296,7,0
19-12-2025,Telangana,Sangareddy,502307,18,2
19-12-2025,Telangana,Sangareddy,502371,2,0
19-12-2025,Telangana,Siddipet,502267,3,0
19-12-2025,Telangana,Siddipet,502279,1,2
19-12-2025,Telangana,Siddipet,502334,1,1
19-12-2025,Telangana,Siddipet,502336,2,0
19-12-2025,Telangana,Siddipet,505472,0,1
19-12-2025,Telangana,Suryapet,508201,1,1
19-12-2025,Telangana,Suryapet,508204,7,2
19-12-2025,Telangana,Suryapet,508212,3,1
19-12-2025,Telangana,Suryapet,508218,6,4
19-12-2025,Telangana,Suryapet,508376,1,0
19-12-2025,Telangana,Vikarabad,501121,4,2
19-12-2025,Telangana,Vikarabad,501144,2,0
19-12-2025,Telangana,Vikarabad,501502,4,2
19-12-2025,Telangana,Vikarabad,509335,1,1
19-12-2025,Telangana,Wanaparthy,509103,17,4
19-12-2025,Telangana,Wanaparthy,509110,2,1
19-12-2025,Telangana,Wanaparthy,509235,2,0
19-12-2025,Telangana,Warangal,506001,15,6
19-12-2025,Telangana,Warangal,506004,0,1
19-12-2025,Telangana,Warangal,506007,2,0
19-12-2025,Telangana,Warangal,506013,0,3
19-12-2025,Telangana,Warangal,506112,6,6
19-12-2025,Telangana,Warangal,506165,7,5
19-12-2025,Telangana,Warangal,506223,11,9
19-12-2025,Telangana,Warangal,506324,8,8
19-12-2025,Telangana,Warangal,506330,2,1
19-12-2025,Telangana,Warangal,506332,1,3
19-12-2025,Telangana,Warangal,506344,2,3
19-12-2025,Telangana,Warangal,506348,11,1
19-12-2025,Telangana,Warangal,506349,1,1
19-12-2025,Telangana,Warangal,506352,0,1
19-12-2025,Telangana,Warangal,506367,9,6
19-12-2025,Telangana,Warangal,506370,1,0
19-12-2025,Telangana,Warangal,506391,1,1
19-12-2025,Telangana,Warangal Rural,506314,3,2
19-12-2025,Telangana,Warangal Urban,506001,12,2
19-12-2025,Telangana,Warangal Urban,506005,1,1
19-12-2025,Telangana,Warangal Urban,506009,3,2
19-12-2025,Telangana,Warangal Urban,506370,2,1
19-12-2025,Telangana,Yadadri.,508105,1,2
19-12-2025,Telangana,Yadadri.,508284,1,2
19-12-2025,Telangana,Yadadri.,508285,5,1
19-12-2025,Telangana,Yadadri.,508286,7,0
19-12-2025,Tripura,Dhalai,799264,5,3
19-12-2025,Tripura,Dhalai,799285,5,3
19-12-2025,Tripura,Gomati,799114,16,2
19-12-2025,Tripura,Khowai,799203,12,5
19-12-2025,Tripura,North Tripura,799250,11,6
19-12-2025,Tripura,North Tripura,799264,0,9
19-12-2025,Tripura,North Tripura,799269,1,2
19-12-2025,Tripura,North Tripura,799290,4,4
19-12-2025,Tripura,Sepahijala,799102,14,6
19-12-2025,Tripura,Sepahijala,799115,10,9
19-12-2025,Tripura,South Tripura,799101,11,28
19-12-2025,Tripura,South Tripura,799116,2,10
19-12-2025,Tripura,South Tripura,799120,1,4
19-12-2025,Tripura,Unakoti,799279,1,2
19-12-2025,Tripura,West Tripura,799006,16,11
19-12-2025,Tripura,West Tripura,799046,1,0
19-12-2025,Tripura,West Tripura,799100,0,8
19-12-2025,Tripura,West Tripura,799102,6,18
19-12-2025,Tripura,West Tripura,799103,15,17
19-12-2025,Tripura,West Tripura,799130,5,8
19-12-2025,Tripura,West Tripura,799132,0,1
19-12-2025,Tripura,West Tripura,799201,3,7
19-12-2025,Tripura,West Tripura,799202,1,1
19-12-2025,Tripura,West Tripura,799207,7,5
19-12-2025,Tripura,West Tripura,799212,8,8
19-12-2025,Uttar Pradesh,Agra,283112,24,8
19-12-2025,Uttar Pradesh,Agra,283115,62,15
19-12-2025,Uttar Pradesh,Agra,283124,38,12
19-12-2025,Uttar Pradesh,Aligarh,202001,254,214
19-12-2025,Uttar Pradesh,Aligarh,202126,24,6
19-12-2025,Uttar Pradesh,Aligarh,202134,30,7
19-12-2025,Uttar Pradesh,Aligarh,202140,41,7
19-12-2025,Uttar Pradesh,Aligarh,202165,33,11
19-12-2025,Uttar Pradesh,Allahabad,211002,5,9
19-12-2025,Uttar Pradesh,Allahabad,211013,38,13
19-12-2025,Uttar Pradesh,Allahabad,211016,17,28
19-12-2025,Uttar Pradesh,Allahabad,212106,59,21
19-12-2025,Uttar Pradesh,Allahabad,212302,19,3
19-12-2025,Uttar Pradesh,Allahabad,212405,9,3
19-12-2025,Uttar Pradesh,Allahabad,212507,21,22
19-12-2025,Uttar Pradesh,Ambedkar Nagar,224125,4,9
19-12-2025,Uttar Pradesh,Ambedkar Nagar,224141,10,10
19-12-2025,Uttar Pradesh,Ambedkar Nagar,224155,5,13
19-12-2025,Uttar Pradesh,Ambedkar Nagar,224157,2,2
19-12-2025,Uttar Pradesh,Ambedkar Nagar,224168,10,7
19-12-2025,Uttar Pradesh,Ambedkar Nagar,224227,3,2
19-12-2025,Uttar Pradesh,Ambedkar Nagar,224231,4,3
19-12-2025,Uttar Pradesh,Amethi,227815,27,7
19-12-2025,Uttar Pradesh,Amethi,228159,11,8
19-12-2025,Uttar Pradesh,Amethi,229128,2,2
19-12-2025,Uttar Pradesh,Amethi,229302,12,4
19-12-2025,Uttar Pradesh,Amroha,244242,35,17
19-12-2025,Uttar Pradesh,Auraiya,206120,1,1
19-12-2025,Uttar Pradesh,Auraiya,206122,58,31
19-12-2025,Uttar Pradesh,Auraiya,206128,2,6
19-12-2025,Uttar Pradesh,Auraiya,206241,15,6
19-12-2025,Uttar Pradesh,Auraiya,206247,20,5
19-12-2025,Uttar Pradesh,Auraiya,206249,6,3
19-12-2025,Uttar Pradesh,Ayodhya,224123,0,2
19-12-2025,Uttar Pradesh,Ayodhya,224133,0,1
19-12-2025,Uttar Pradesh,Ayodhya,224153,1,4
19-12-2025,Uttar Pradesh,Ayodhya,224171,0,1
19-12-2025,Uttar Pradesh,Ayodhya,224189,0,1
19-12-2025,Uttar Pradesh,Ayodhya,224204,3,2
19-12-2025,Uttar Pradesh,Ayodhya,224207,0,1
19-12-2025,Uttar Pradesh,Azamgarh,223227,12,14
19-12-2025,Uttar Pradesh,Azamgarh,275303,1,1
19-12-2025,Uttar Pradesh,Azamgarh,276121,12,18
19-12-2025,Uttar Pradesh,Azamgarh,276124,11,15
19-12-2025,Uttar Pradesh,Azamgarh,276138,15,10
19-12-2025,Uttar Pradesh,Azamgarh,276140,2,4
19-12-2025,Uttar Pradesh,Azamgarh,276142,26,10
19-12-2025,Uttar Pradesh,Azamgarh,276201,19,14
19-12-2025,Uttar Pradesh,Azamgarh,276202,38,32
19-12-2025,Uttar Pradesh,Azamgarh,276208,7,10
19-12-2025,Uttar Pradesh,Azamgarh,276301,18,14
19-12-2025,Uttar Pradesh,Azamgarh,276303,27,17
19-12-2025,Uttar Pradesh,Azamgarh,276304,26,11
19-12-2025,Uttar Pradesh,Azamgarh,276401,0,1
19-12-2025,Uttar Pradesh,Azamgarh,276405,2,1
19-12-2025,Uttar Pradesh,Baghpat,250611,61,34
19-12-2025,Uttar Pradesh,Bahraich,271845,12,3
19-12-2025,Uttar Pradesh,Bahraich,271871,29,10
19-12-2025,Uttar Pradesh,Bahraich,271882,110,29
19-12-2025,Uttar Pradesh,Ballia,221701,21,13
19-12-2025,Uttar Pradesh,Ballia,221713,8,8
19-12-2025,Uttar Pradesh,Ballia,221717,11,11
19-12-2025,Uttar Pradesh,Ballia,277001,30,17
19-12-2025,Uttar Pradesh,Ballia,277202,11,11
19-12-2025,Uttar Pradesh,Ballia,277211,23,8
19-12-2025,Uttar Pradesh,Ballia,277301,4,0
19-12-2025,Uttar Pradesh,Ballia,277403,2,2
19-12-2025,Uttar Pradesh,Ballia,277503,8,14
19-12-2025,Uttar Pradesh,Balrampur,271205,29,25
19-12-2025,Uttar Pradesh,Balrampur,271206,75,32
19-12-2025,Uttar Pradesh,Balrampur,271207,56,13
19-12-2025,Uttar Pradesh,Balrampur,271215,27,14
19-12-2025,Uttar Pradesh,Banda,210120,10,11
19-12-2025,Uttar Pradesh,Banda,210126,10,12
19-12-2025,Uttar Pradesh,Bara Banki,225125,0,2
19-12-2025,Uttar Pradesh,Bara Banki,225203,13,5
19-12-2025,Uttar Pradesh,Bara Banki,225205,12,5
19-12-2025,Uttar Pradesh,Bara Banki,225207,27,15
19-12-2025,Uttar Pradesh,Bara Banki,225303,14,5
19-12-2025,Uttar Pradesh,Bara Banki,225306,33,16
19-12-2025,Uttar Pradesh,Bara Banki,225409,49,13
19-12-2025,Uttar Pradesh,Bara Banki,225412,23,10
19-12-2025,Uttar Pradesh,Bara Banki,225413,19,12
19-12-2025,Uttar Pradesh,Bara Banki,225414,24,11
19-12-2025,Uttar Pradesh,Bara Banki,227131,27,21
19-12-2025,Uttar Pradesh,Barabanki,225122,1,2
19-12-2025,Uttar Pradesh,Barabanki,225206,0,2
19-12-2025,Uttar Pradesh,Bareilly,243122,45,26
19-12-2025,Uttar Pradesh,Bareilly,243123,35,16
19-12-2025,Uttar Pradesh,Basti,272001,12,14
19-12-2025,Uttar Pradesh,Basti,272123,2,2
19-12-2025,Uttar Pradesh,Basti,272126,2,2
19-12-2025,Uttar Pradesh,Basti,272128,6,6
19-12-2025,Uttar Pradesh,Basti,272129,39,19
19-12-2025,Uttar Pradesh,Basti,272131,22,14
19-12-2025,Uttar Pradesh,Basti,272190,33,14
19-12-2025,Uttar Pradesh,Bhadohi,221310,1,3
19-12-2025,Uttar Pradesh,Bhadohi,221404,4,2
19-12-2025,Uttar Pradesh,Bijnor,246734,21,16
19-12-2025,Uttar Pradesh,Bijnor,246736,22,5
19-12-2025,Uttar Pradesh,Bijnor,246768,2,2
19-12-2025,Uttar Pradesh,Budaun,202421,1,0
19-12-2025,Uttar Pradesh,Budaun,243630,40,3
19-12-2025,Uttar Pradesh,Budaun,243631,17,7
19-12-2025,Uttar Pradesh,Budaun,243635,35,19
19-12-2025,Uttar Pradesh,Budaun,243636,9,5
19-12-2025,Uttar Pradesh,Budaun,243637,10,11
19-12-2025,Uttar Pradesh,Budaun,243639,27,13
19-12-2025,Uttar Pradesh,Budaun,243723,0,2
19-12-2025,Uttar Pradesh,Bulandshahr,202392,49,7
19-12-2025,Uttar Pradesh,Bulandshahr,203002,4,12
19-12-2025,Uttar Pradesh,Bulandshahr,203203,37,16
19-12-2025,Uttar Pradesh,Bulandshahr,203393,1,0
19-12-2025,Uttar Pradesh,Bulandshahr,203403,0,1
19-12-2025,Uttar Pradesh,Bulandshahr,245407,12,15
19-12-2025,Uttar Pradesh,Bulandshahr,245409,14,6
19-12-2025,Uttar Pradesh,Bulandshahr,245412,11,5
19-12-2025,Uttar Pradesh,Chandauli,221009,3,3
19-12-2025,Uttar Pradesh,Chandauli,232101,37,36
19-12-2025,Uttar Pradesh,Chandauli,232104,25,22
19-12-2025,Uttar Pradesh,Chandauli,232111,26,8
19-12-2025,Uttar Pradesh,Deoria,274304,1,0
19-12-2025,Uttar Pradesh,Deoria,274402,0,1
19-12-2025,Uttar Pradesh,Deoria,274505,6,8
19-12-2025,Uttar Pradesh,Deoria,274702,39,28
19-12-2025,Uttar Pradesh,Etah,207125,4,10
19-12-2025,Uttar Pradesh,Etawah,206124,8,10
19-12-2025,Uttar Pradesh,Faizabad,224123,3,5
19-12-2025,Uttar Pradesh,Faizabad,224133,3,5
19-12-2025,Uttar Pradesh,Faizabad,224141,9,8
19-12-2025,Uttar Pradesh,Faizabad,224158,14,1
19-12-2025,Uttar Pradesh,Faizabad,224164,9,10
19-12-2025,Uttar Pradesh,Faizabad,224189,8,3
19-12-2025,Uttar Pradesh,Faizabad,224228,2,1
19-12-2025,Uttar Pradesh,Faizabad,225411,18,7
19-12-2025,Uttar Pradesh,Farrukhabad,207505,13,10
19-12-2025,Uttar Pradesh,Farrukhabad,209502,48,14
19-12-2025,Uttar Pradesh,Farrukhabad,209601,32,20
19-12-2025,Uttar Pradesh,Farrukhabad,209602,20,12
19-12-2025,Uttar Pradesh,Farrukhabad,209622,42,3
19-12-2025,Uttar Pradesh,Fatehpur,212631,24,21
19-12-2025,Uttar Pradesh,Fatehpur,212650,6,0
19-12-2025,Uttar Pradesh,Fatehpur,212659,27,12
19-12-2025,Uttar Pradesh,Fatehpur,212666,0,2
19-12-2025,Uttar Pradesh,Firozabad,283203,193,103
19-12-2025,Uttar Pradesh,Firozabad,283204,74,42
19-12-2025,Uttar Pradesh,Firozabad,283206,10,0
19-12-2025,Uttar Pradesh,Gautam Buddha Nagar,201301,90,50
19-12-2025,Uttar Pradesh,Gautam Buddha Nagar,201303,2,3
19-12-2025,Uttar Pradesh,Gautam Buddha Nagar,201305,3,3
19-12-2025,Uttar Pradesh,Gautam Buddha Nagar,201306,22,19
19-12-2025,Uttar Pradesh,Gautam Buddha Nagar,201310,22,13
19-12-2025,Uttar Pradesh,Gautam Buddha Nagar,203131,3,7
19-12-2025,Uttar Pradesh,Gautam Buddha Nagar,203203,10,7
19-12-2025,Uttar Pradesh,Ghaziabad,201001,34,48
19-12-2025,Uttar Pradesh,Ghaziabad,245101,14,10
19-12-2025,Uttar Pradesh,Ghazipur,232325,3,6
19-12-2025,Uttar Pradesh,Ghazipur,232328,9,9
19-12-2025,Uttar Pradesh,Ghazipur,232333,11,14
19-12-2025,Uttar Pradesh,Ghazipur,233224,11,7
19-12-2025,Uttar Pradesh,Ghazipur,233226,23,15
19-12-2025,Uttar Pradesh,Ghazipur,233307,8,5
19-12-2025,Uttar Pradesh,Ghazipur,275203,15,14
19-12-2025,Uttar Pradesh,Gonda,271123,17,5
19-12-2025,Uttar Pradesh,Gonda,271125,7,1
19-12-2025,Uttar Pradesh,Gonda,271301,5,4
19-12-2025,Uttar Pradesh,Gonda,271302,41,22
19-12-2025,Uttar Pradesh,Gonda,271309,6,3
19-12-2025,Uttar Pradesh,Gonda,271310,2,3
19-12-2025,Uttar Pradesh,Gonda,271503,39,11
19-12-2025,Uttar Pradesh,Gonda,271601,14,5
19-12-2025,Uttar Pradesh,Gorakhpur,273013,13,6
19-12-2025,Uttar Pradesh,Gorakhpur,273155,5,2
19-12-2025,Uttar Pradesh,Gorakhpur,273401,15,14
19-12-2025,Uttar Pradesh,Hamirpur,210301,16,13
19-12-2025,Uttar Pradesh,Hapur,201001,0,1
19-12-2025,Uttar Pradesh,Hapur,245301,17,9
19-12-2025,Uttar Pradesh,Hathras,202002,1,2
19-12-2025,Uttar Pradesh,Hathras,202139,7,2
19-12-2025,Uttar Pradesh,Hathras,204213,30,10
19-12-2025,Uttar Pradesh,Hathras,204215,26,14
19-12-2025,Uttar Pradesh,Jalaun,285202,17,18
19-12-2025,Uttar Pradesh,Jalaun,285204,18,6
19-12-2025,Uttar Pradesh,Jalaun,285206,4,4
19-12-2025,Uttar Pradesh,Jalaun,285223,2,8
19-12-2025,Uttar Pradesh,Jaunpur,222002,14,7
19-12-2025,Uttar Pradesh,Jaunpur,222108,3,0
19-12-2025,Uttar Pradesh,Jaunpur,222109,22,14
19-12-2025,Uttar Pradesh,Jaunpur,222113,6,9
19-12-2025,Uttar Pradesh,Jaunpur,222128,20,12
19-12-2025,Uttar Pradesh,Jaunpur,222137,14,15
19-12-2025,Uttar Pradesh,Jaunpur,222143,21,15
19-12-2025,Uttar Pradesh,Jaunpur,222146,8,6
19-12-2025,Uttar Pradesh,Jaunpur,222148,6,8
19-12-2025,Uttar Pradesh,Jaunpur,222180,20,18
19-12-2025,Uttar Pradesh,Jaunpur,222201,16,16
19-12-2025,Uttar Pradesh,Jaunpur,222202,37,26
19-12-2025,Uttar Pradesh,Jaunpur,222203,31,29
19-12-2025,Uttar Pradesh,Jaunpur,222204,21,4
19-12-2025,Uttar Pradesh,Jaunpur,223107,0,3
19-12-2025,Uttar Pradesh,Jhansi,284304,16,6
19-12-2025,Uttar Pradesh,Jhansi,284306,16,4
19-12-2025,Uttar Pradesh,Jyotiba Phule Nagar,244222,0,2
19-12-2025,Uttar Pradesh,Kannauj,209725,12,12
19-12-2025,Uttar Pradesh,Kannauj,209728,59,16
19-12-2025,Uttar Pradesh,Kannauj,209734,12,6
19-12-2025,Uttar Pradesh,Kannauj,209735,14,6
19-12-2025,Uttar Pradesh,Kanpur Dehat,209112,30,5
19-12-2025,Uttar Pradesh,Kanpur Dehat,209301,21,9
19-12-2025,Uttar Pradesh,Kanpur Dehat,209307,12,6
19-12-2025,Uttar Pradesh,Kanpur Nagar,208002,17,18
19-12-2025,Uttar Pradesh,Kanpur Nagar,208012,12,10
19-12-2025,Uttar Pradesh,Kanpur Nagar,208013,0,6
19-12-2025,Uttar Pradesh,Kanpur Nagar,208017,21,15
19-12-2025,Uttar Pradesh,Kanpur Nagar,208019,20,19
19-12-2025,Uttar Pradesh,Kanpur Nagar,208020,9,12
19-12-2025,Uttar Pradesh,Kanpur Nagar,208021,23,27
19-12-2025,Uttar Pradesh,Kanpur Nagar,209206,57,22
19-12-2025,Uttar Pradesh,Kanpur Nagar,209208,4,1
19-12-2025,Uttar Pradesh,Kanpur Nagar,209305,3,3
19-12-2025,Uttar Pradesh,Kanpur Nagar,209401,15,16
19-12-2025,Uttar Pradesh,Kasganj,207248,0,1
19-12-2025,Uttar Pradesh,Kasganj,207401,1,2
19-12-2025,Uttar Pradesh,Kasganj,207402,46,9
19-12-2025,Uttar Pradesh,Kasganj,207403,59,26
19-12-2025,Uttar Pradesh,Kaushambi,212201,56,23
19-12-2025,Uttar Pradesh,Kaushambi,212202,15,13
19-12-2025,Uttar Pradesh,Kaushambi,212203,9,7
19-12-2025,Uttar Pradesh,Kaushambi,212214,44,22
19-12-2025,Uttar Pradesh,Kheri,262802,77,29
19-12-2025,Uttar Pradesh,Kheri,262804,80,32
19-12-2025,Uttar Pradesh,Kheri,262906,49,10
19-12-2025,Uttar Pradesh,Kushinagar,274304,119,83
19-12-2025,Uttar Pradesh,Kushinagar,274305,30,36
19-12-2025,Uttar Pradesh,Kushinagar,274802,62,39
19-12-2025,Uttar Pradesh,Lalitpur,284122,13,13
19-12-2025,Uttar Pradesh,Lalitpur,284406,14,19
19-12-2025,Uttar Pradesh,Lucknow,226004,35,27
19-12-2025,Uttar Pradesh,Lucknow,226006,14,4
19-12-2025,Uttar Pradesh,Lucknow,226008,22,11
19-12-2025,Uttar Pradesh,Lucknow,226015,2,1
19-12-2025,Uttar Pradesh,Lucknow,226018,17,20
19-12-2025,Uttar Pradesh,Lucknow,226025,13,4
19-12-2025,Uttar Pradesh,Lucknow,226028,38,15
19-12-2025,Uttar Pradesh,Lucknow,226102,3,4
19-12-2025,Uttar Pradesh,Lucknow,226501,9,1
19-12-2025,Gujarat,Navsari,396430,8,2
19-12-2025,Gujarat,Navsari,396436,10,5
19-12-2025,Gujarat,Navsari,396463,3,0
19-12-2025,Gujarat,Panch Mahals,389230,0,2
19-12-2025,Gujarat,Panchmahals,388270,6,9
19-12-2025,Gujarat,Panchmahals,389110,48,34
19-12-2025,Gujarat,Panchmahals,389235,2,12
19-12-2025,Gujarat,Panchmahals,389310,11,10
19-12-2025,Gujarat,Panchmahals,389360,17,17
19-12-2025,Gujarat,Patan,384130,0,1
19-12-2025,Gujarat,Patan,384221,2,4
19-12-2025,Gujarat,Patan,384230,7,4
19-12-2025,Gujarat,Patan,384265,103,58
19-12-2025,Gujarat,Patan,384275,20,7
19-12-2025,Gujarat,Porbandar,360575,28,29
19-12-2025,Gujarat,Porbandar,362620,1,5
19-12-2025,Gujarat,Porbandar,362650,6,12
19-12-2025,Gujarat,Rajkot,360003,52,82
19-12-2025,Gujarat,Rajkot,360020,0,2
19-12-2025,Gujarat,Rajkot,360023,0,3
19-12-2025,Gujarat,Rajkot,360025,3,12
19-12-2025,Gujarat,Rajkot,360050,17,26
19-12-2025,Gujarat,Rajkot,360070,5,3
19-12-2025,Gujarat,Rajkot,360375,1,0
19-12-2025,Gujarat,Rajkot,360410,16,24
19-12-2025,Gujarat,Rajkot,360421,0,1
19-12-2025,Gujarat,Rajkot,363670,3,9
19-12-2025,Gujarat,Sabar Kantha,383205,0,1
19-12-2025,Gujarat,Sabar Kantha,383330,0,1
19-12-2025,Gujarat,Sabarkantha,383110,9,4
19-12-2025,Gujarat,Sabarkantha,383205,10,16
19-12-2025,Gujarat,Sabarkantha,383210,4,5
19-12-2025,Gujarat,Sabarkantha,383245,6,7
19-12-2025,Gujarat,Sabarkantha,383315,8,29
19-12-2025,Gujarat,Sabarkantha,383325,1,15
19-12-2025,Gujarat,Sabarkantha,383345,4,37
19-12-2025,Gujarat,Sabarkantha,383350,6,42
19-12-2025,Gujarat,Sabarkantha,383430,11,13
19-12-2025,Gujarat,Sabarkantha,383460,7,9
19-12-2025,Gujarat,Sabarkantha,383462,7,5
19-12-2025,Gujarat,Surat,394140,1,4
19-12-2025,Gujarat,Surat,394250,3,2
19-12-2025,Gujarat,Surat,394270,1,1
19-12-2025,Gujarat,Surat,394305,6,8
19-12-2025,Gujarat,Surat,394320,0,5
19-12-2025,Gujarat,Surat,394335,3,3
19-12-2025,Gujarat,Surat,394445,14,20
19-12-2025,Gujarat,Surat,394620,1,0
19-12-2025,Gujarat,Surat,394690,0,1
19-12-2025,Gujarat,Surat,394730,0,1
19-12-2025,Gujarat,Surat,395001,23,20
19-12-2025,Gujarat,Surat,395017,25,12
19-12-2025,Gujarat,Surendra Nagar,363002,9,5
